"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18227","6 Add emergency contact","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","16479","4 Candidate contact number workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","9004","2 Valid login using keyboard Enter","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7579","3 Invalid username and password validation","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","20772","15 Attendance summary sub unit dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","19884","9 Project report project autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","1694","4 Apply leave clear and rewrite comment workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7622","1 Update nickname workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","5656","10 Direct dashboard access without login","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","2178","8 My leave reset workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","21033","5 My timesheet submit action workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","25390","11 Immigration required validation workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","24961","1 Candidate required validation workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","17899","9 Dependent required validation workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","13388","8 Tracker required validation workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","2608","10 Leave list employee autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","9198","1 Valid login using click","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","21444","8 Project report required validation workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","13593","8 Project report required validation workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","19690","5 My timesheet submit action workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","21484","12 Add immigration details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","2179","11 Leave list status dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","3190","7 My leave search workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","1652","12 Leave list sub unit dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","8231","11 Immigration required validation workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","24371","11 Employee report autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","6100","14 Login with only spaces should not allow dashboard","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","20395","5 Edit employee contact details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","41755","11 Candidate hiring manager filter workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","14761","10 Employee report required validation workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","3583","6 Empty username and valid password validation","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","6226","8 Emergency contact input cancel workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","19797","14 Add user employee autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","7153","6 KPI clear and rewrite name workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","25626","5 My timesheet submit action workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","17449","14 Attendance summary job title dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","3410","13 Assign leave page access workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","37348","5 Edit employee contact details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","10776","11 Logout should destroy user session","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","6005","12 Immigration passport option workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","20515","11 Salary details input workflow","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1662","7 My leave search workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7746","7 Candidate invalid email input workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","34763","10 Candidate vacancy filter workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","16700","13 Qualification work experience validation workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","20705","6 Add emergency contact","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","15286","4 My timesheet edit action workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","23591","9 Candidate job title filter workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","12518","1 Username search workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","7447","10 Dependent relationship dropdown workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","8336","3 Add employee required field validation","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","11570","11 Tracker reviewer autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","14728","13 Qualification work experience validation workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","10187","8 Emergency contact input cancel workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","2795","12 Leave list sub unit dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","10437","11 Add user status dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","20313","12 Attendance summary view workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","21176","4 Edit employee personal details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","2206","8 My leave reset workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","29707","7 Attendance punch button workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9551","15 Failed login followed by successful login","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","3176","1 Apply leave validation workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","6478","9 Dependent required validation workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","5226","5 Valid username and empty password validation","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","17921","11 Employee report autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","12575","12 Review required validation workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","7659","1 Candidate required validation workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","9862","12 Review required validation workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","21043","14 Attendance summary job title dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","3743","4 Empty login form validation","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7443","12 Password mismatch validation workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","15369","7 Attendance punch button workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","14936","14 Qualification work experience input workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","3971","14 Login with only spaces should not allow dashboard","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","14318","2 Update other id workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","10292","4 Marital status dropdown workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","25556","2 Candidate name and email input workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","9692","14 Review supervisor reviewer workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","30285","8 Add dependent details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","22964","7 Candidate invalid email input workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","13740","14 Review supervisor reviewer workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","3004","12 Leave list sub unit dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","11495","4 User role dropdown filter workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","7084","3 Candidate vacancy dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","9442","4 KPI minimum rating input workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","8473","8 Tracker required validation workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","11268","10 Tracker employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","12759","13 Reload login page and login again","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","1778","3 Apply leave comment workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","34395","9 Edit dependent details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","28563","15 Vacancy description workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","3114","7 Password masking validation","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","2298","5 My leave status dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","6500","2 Update other id workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6924","2 KPI name input workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","16428","13 Password clear and rewrite workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","3074","13 Assign leave page access workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7695","13 Reload login page and login again","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","43049","8 Add dependent details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1151","9 Leave list date workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","16498","2 Invalid username search workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","9029","3 Invalid username and password validation","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","9896","5 KPI maximum rating input workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","3591","14 Assign leave employee input workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","11291","5 Status dropdown filter workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","12011","4 Marital status dropdown workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","4244","14 Login with only spaces should not allow dashboard","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","11758","15 Attendance summary sub unit dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","13855","14 Review supervisor reviewer workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","20389","1 Username search workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","12485","11 Add user status dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","17967","5 Edit employee contact details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","6886","4 Candidate contact number workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","12356","10 Employee report required validation workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9175","5 Contact street update workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","10088","7 Emergency contact required validation workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6309","8 Clear wrong credentials and login again","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","52709","3 Invalid employee timesheet workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","11497","13 Review employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","14131","11 Tracker reviewer autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","9362","11 Tracker reviewer autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","17968","10 Employee report required validation workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","1791","1 Apply leave validation workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","19090","15 Membership required validation workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","21152","2 KPI name input workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","3420","5 Valid username and empty password validation","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","62071","4 My timesheet edit action workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9154","2 Invalid username search workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","9151","3 Add employee required field validation","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","12187","3 KPI job title dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","9387","13 Password clear and rewrite workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","1777","6 My leave date input workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7393","7 Emergency contact required validation workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6382","4 Empty login form validation","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","17328","13 Attendance summary employee autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","19103","15 Add user form combined input workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","15897","12 Attendance summary view workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9286","2 Candidate name and email input workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","2891","5 My leave status dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","4184","10 Leave list employee autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","11675","12 Password mismatch validation workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","6957","9 Add user cancel workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","39030","7 Edit emergency contact","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1298","11 Leave list status dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","14455","12 Immigration passport option workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","14212","3 Invalid employee timesheet workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","6947","6 Contact city update workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","27456","12 Vacancy required validation workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","7219","7 KPI search job title dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","5946","9 Tracker name input workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","15589","11 Employee report autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","3864","9 Leave list date workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","8793","13 Qualification work experience validation workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6987","8 Clear wrong credentials and login again","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7198","15 Review page form visibility workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","14337","12 Attendance summary view workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","10673","2 Invalid username search workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
